file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getReturnQty/0,false,137,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setInnerClassesQty/1[int],false,240,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getMethodInvocationsLocal/0,false,317,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,"setFieldUsage/1[java.util.Map<java.lang.String,java.lang.Integer>]",false,264,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getTryCatchQty/0,false,180,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setUniqueWordsQty/1[int],false,256,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setMaxNestedBlocks/1[int],false,220,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,hashCode/0,false,339,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getLoc/0,false,125,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,equals/1[java.lang.Object],false,330,1,5,2,6,3,1,1,2,0,0,0,4,0,0,0,0,1,0,1,0,0,0,15,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setMethodInvocations/1[java.util.Set<java.lang.String>],false,302,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getStartLine/0,false,156,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setCbo/1[int],false,67,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getMethodInvocations/0,false,306,0,2,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setParametersQty/1[int],false,79,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getMethodName/0,false,95,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setAnonymousClassesQty/1[int],false,232,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getWmc/0,false,91,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setVariablesQty/1[int],false,121,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setReturnQty/1[int],false,113,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setNumbersQty/1[int],false,200,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getLogStatementsQty/0,false,286,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setRfc/1[int],false,71,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setLogStatementsQty/1[int],false,290,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,"CKMethodResult/4[java.lang.String,java.lang.String,boolean,int]",true,47,0,1,1,7,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getMethodInvocationsIndirectLocal/0,false,325,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getAssignmentsQty/0,false,208,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getLambdasQty/0,false,252,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setLoc/1[int],false,117,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getParenthesizedExpsQty/0,false,188,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,"setMethodInvocationsIndirectLocal/1[java.util.Map<java.lang.String,java.util.Set<java.lang.String>>]",false,321,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getCbo/0,false,83,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getModifiers/0,false,61,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setParenthesizedExpsQty/1[int],false,184,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getVariablesQty/0,false,133,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,"setVariablesUsage/1[java.util.Map<java.lang.String,java.lang.Integer>]",false,141,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setLoopQty/1[int],false,160,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setStringLiteralsQty/1[int],false,192,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setMethodInvocationLocal/1[java.util.Set<java.lang.String>],false,313,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getRfc/0,false,87,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setLambdasQty/1[int],false,248,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setStartLine/1[int],false,152,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setComparisonsQty/1[int],false,168,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getFieldUsage/0,false,268,0,2,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getHasJavadoc/0,false,298,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,toString/0,false,104,0,1,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,7,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getInnerClassesQty/0,false,244,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setTryCatchQty/1[int],false,176,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getParametersQty/0,false,129,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getVariablesUsage/0,false,145,0,2,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,isConstructor/0,false,282,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getUniqueWordsQty/0,false,260,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getMathOperationsQty/0,false,216,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getIsVisible/0,false,65,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setHasJavadoc/1[boolean],false,294,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setMathOperationsQty/1[int],false,212,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getComparisonsQty/0,false,172,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getNumbersQty/0,false,228,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getQualifiedMethodName/0,false,99,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getAnonymousClassesQty/0,false,236,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,getLoopQty/0,false,164,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKMethodResult.java,com.github.mauricioaniche.ck.CKMethodResult,setAssignmentsQty/1[int],false,204,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKNotifier.java,com.github.mauricioaniche.ck.CKNotifier,notify/1[com.github.mauricioaniche.ck.CKClassResult],false,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKNotifier.java,com.github.mauricioaniche.ck.CKNotifier,"notifyError/2[java.lang.String,java.lang.Exception]",false,5,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65536,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor$ClassInTheStack,ClassInTheStack/0,true,34,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.PackageDeclaration],false,829,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.ConditionalExpression],false,499,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.ArrayCreation],false,360,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.ArrayInitializer],false,370,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.SuperFieldAccess],false,979,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,14,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.MethodRef],false,749,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.ThrowStatement],false,1069,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.PrefixExpression],false,869,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,endVisit/1[com.github.mauricioaniche.ck.DoStatement],false,1237,2,2,9,4,0,4,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.MarkerAnnotation],false,719,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.MemberRef],false,729,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.ExpressionStatement],false,599,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.ArrayAccess],false,350,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.SimpleName],false,919,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.TypeParameter],false,1119,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.TypeMethodReference],false,1109,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,14,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,endVisit/1[com.github.mauricioaniche.ck.MethodDeclaration],false,140,5,1,12,7,0,6,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,5,18,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.BooleanLiteral],false,430,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,endVisit/1[com.github.mauricioaniche.ck.EnumDeclaration],false,290,4,1,9,6,0,4,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,3,19,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.TypeDeclaration],false,56,8,4,21,19,1,13,1,21,2,1,0,1,0,0,0,0,9,0,2,0,0,6,36,1,0,false
D:\UNIVERSIDAD\TFG\Repositorio\TFG\TFG\src\main\java\com\github\mauricioaniche\ck\CKVisitor.java,com.github.mauricioaniche.ck.CKVisitor,visit/1[com.github.mauricioaniche.ck.LabeledStatement],false,689,2,3,10,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,4,13,1,0,false
